,pnl,book_size,long_count,short_count,turnover,returns,drawdown,margin,fitness,sharpe,start_date,alpha_id,self_correlation,prod_correlation,expression,concentrated_weight,high_turnover,low_fitness,low_sharpe,low_sub_universe_sharpe,low_turnover,matches_competition
38,12681896,20000000,2,2,0.3182,0.1246,1.8309,0.000783,0.17,0.27,2012-01-22,QazLoXr,,,"pro = oth460_1l_fbds;stock = ts_zscore(ts_backfill(anl69_dps_best_crncy_iso, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = regression_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS
39,6132267,20000000,3,4,0.2008,0.0602,1.0115,0.0006,0.07,0.12,2012-01-22,vLGgQqr,,,"pro = oth460_1l_acda;stock = ts_zscore(ts_backfill(anl69_dps_best_crncy_iso, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = vector_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS
40,3490660,20000000,2,3,0.2448,0.0343,1.0097,0.00028,0.03,0.08,2012-01-22,wRGMOad,,,"pro = oth460_1l_m3r_mtn_spb_se;stock = ts_zscore(ts_backfill(anl69_dps_best_crncy_iso, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = vector_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS
41,1767357,20000000,3,4,0.2479,0.0174,1.7041,0.00014,0.01,0.04,2012-01-22,07gv7bK,,,"pro = oth460_es_roe_fy1_d1m_l1;stock = ts_zscore(ts_backfill(anl69_dps_best_crncy_iso, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = vector_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS
42,420849,20000000,2,3,0.2352,0.0041,1.7225,3.5e-05,0.0,0.01,2012-01-22,6w0v2vE,,,"pro = oth460_1l_fbds;stock = ts_zscore(ts_backfill(anl69_dps_best_crncy_iso, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = vector_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS
43,-8775803,20000000,2,2,0.3105,-0.0863,1.1396,-0.000556,-0.09,-0.18,2012-01-22,Wpz6YXZ,,,"pro = oth460_1l_m1r_1yf_spe_se;stock = ts_zscore(ts_backfill(anl69_dps_best_crncy_iso, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = regression_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS
44,-11880270,20000000,2,2,0.3177,-0.1167,1.6488,-0.000735,-0.16,-0.26,2012-01-22,07gvvYv,,,"pro = oth460_1l_fbbs;stock = ts_zscore(ts_backfill(anl69_dps_best_crncy_iso, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = regression_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS
45,-12660789,20000000,4,4,0.2356,-0.1244,2.1167,-0.001056,-0.18,-0.25,2012-01-22,z9GpQeE,,,"pro = oth460_es_ebit_fy1_d1m_l1;stock = ts_zscore(ts_backfill(anl69_dps_best_crncy_iso, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = vector_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS
46,-19730610,20000000,3,3,0.2251,-0.1938,2.4391,-0.001722,-0.39,-0.42,2012-01-22,g1GpkO0,,,"pro = oth460_1l_fbbs;stock = ts_zscore(ts_backfill(anl69_dps_best_crncy_iso, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = vector_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS
47,-24308368,20000000,2,3,0.2341,-0.239,2.4308,-0.002041,-0.5,-0.49,2012-01-22,oKGMPz2,,,"pro = oth460_1l_m1r_1yf_spe_se;stock = ts_zscore(ts_backfill(anl69_dps_best_crncy_iso, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = vector_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS
48,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,ngqMY8a,,,"pro = oth460_1l_m3r_mtn_spb_se;stock = ts_zscore(ts_backfill(anl69_saless_expected_report_dt, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = vector_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
49,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,9wMLbp9,,,"pro = oth460_1l_m3r_mtn_spb_se;stock = ts_zscore(ts_backfill(anl69_saless_expected_report_dt, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = regression_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
50,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,8zJd7Wz,,,"pro = oth460_1l_m3r_mtn_spb_se;stock = ts_zscore(ts_backfill(anl69_cpss_best_cur_fiscal_year_period, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = vector_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
51,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,37PZ3K0,,,"pro = oth460_1l_m3r_mtn_spb_se;stock = ts_zscore(ts_backfill(anl69_cpss_best_cur_fiscal_year_period, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = regression_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
52,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,QazLaGW,,,"pro = oth460_1l_m1r_1yf_spe_se;stock = ts_zscore(ts_backfill(anl69_cpss_best_cur_fiscal_year_period, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = regression_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
53,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,adzqd7W,,,"pro = oth460_1l_m1r_1yf_spe_se;stock = ts_zscore(ts_backfill(anl69_saless_expected_report_dt, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = vector_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
54,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,6w0vwjO,,,"pro = oth460_1l_m1r_1yf_spe_se;stock = ts_zscore(ts_backfill(anl69_saless_expected_report_dt, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = regression_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
55,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,Xpz58k0,,,"pro = oth460_1l_m1r_1yf_spe_se;stock = ts_zscore(ts_backfill(anl69_cpss_best_cur_fiscal_year_period, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = vector_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
56,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,vLG3YGA,,,"pro = oth460_1l_fbds;stock = ts_zscore(ts_backfill(anl69_cpss_best_cur_fiscal_year_period, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = vector_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
57,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,eOGo1vO,,,"pro = oth460_1l_fbds;stock = ts_zscore(ts_backfill(anl69_cpss_best_cur_fiscal_year_period, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = regression_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
58,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,ZpzeXNZ,,,"pro = oth460_1l_fbds;stock = ts_zscore(ts_backfill(anl69_saless_expected_report_dt, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = vector_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
59,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,ngqMXRq,,,"pro = oth460_1l_fbds;stock = ts_zscore(ts_backfill(anl69_saless_expected_report_dt, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = regression_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
60,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,37PZmYN,,,"pro = oth460_1l_fbbs;stock = ts_zscore(ts_backfill(anl69_cpss_best_cur_fiscal_year_period, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = vector_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
61,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,GwzpjYo,,,"pro = oth460_1l_fbbs;stock = ts_zscore(ts_backfill(anl69_cpss_best_cur_fiscal_year_period, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = regression_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
62,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,dxzLkXj,,,"pro = oth460_1l_fbbs;stock = ts_zscore(ts_backfill(anl69_saless_expected_report_dt, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = vector_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
63,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,276d8zZ,,,"pro = oth460_1l_fbbs;stock = ts_zscore(ts_backfill(anl69_saless_expected_report_dt, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = regression_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
64,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,bLzEZbR,,,"pro = oth460_es_ebit_fy1_d1m_l1;stock = ts_zscore(ts_backfill(anl69_cpss_best_cur_fiscal_year_period, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = vector_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
65,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,OpzaeoY,,,"pro = oth460_es_ebit_fy1_d1m_l1;stock = ts_zscore(ts_backfill(anl69_cpss_best_cur_fiscal_year_period, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = regression_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
66,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,9wM0oR9,,,"pro = oth460_es_ebit_fy1_d1m_l1;stock = ts_zscore(ts_backfill(anl69_saless_expected_report_dt, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = vector_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
67,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,dxzLqxg,,,"pro = oth460_es_ebit_fy1_d1m_l1;stock = ts_zscore(ts_backfill(anl69_saless_expected_report_dt, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = regression_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
68,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,17KEoPm,,,"pro = oth460_es_roe_fy1_d1m_l1;stock = ts_zscore(ts_backfill(anl69_cpss_best_cur_fiscal_year_period, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = vector_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
69,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,5w5WLe1,,,"pro = oth460_es_roe_fy1_d1m_l1;stock = ts_zscore(ts_backfill(anl69_cpss_best_cur_fiscal_year_period, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = regression_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
70,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,276dveP,,,"pro = oth460_es_roe_fy1_d1m_l1;stock = ts_zscore(ts_backfill(anl69_saless_expected_report_dt, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = vector_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
71,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,jZGmgqe,,,"pro = oth460_es_roe_fy1_d1m_l1;stock = ts_zscore(ts_backfill(anl69_saless_expected_report_dt, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = regression_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
72,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,9wM0EQ1,,,"pro = oth460_1l_ccns;stock = ts_zscore(ts_backfill(anl69_cpss_best_cur_fiscal_year_period, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = vector_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
73,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,LpzJ5e6,,,"pro = oth460_1l_ccns;stock = ts_zscore(ts_backfill(anl69_cpss_best_cur_fiscal_year_period, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = regression_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
74,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,EwzJpMJ,,,"pro = oth460_1l_ccns;stock = ts_zscore(ts_backfill(anl69_saless_expected_report_dt, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = vector_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
75,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,GwzJbN5,,,"pro = oth460_1l_ccns;stock = ts_zscore(ts_backfill(anl69_saless_expected_report_dt, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = regression_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
76,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,QazXgKQ,,,"pro = oth460_1l_acda;stock = ts_zscore(ts_backfill(anl69_cpss_best_cur_fiscal_year_period, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = vector_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
77,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,jZGmMPZ,,,"pro = oth460_1l_acda;stock = ts_zscore(ts_backfill(anl69_cpss_best_cur_fiscal_year_period, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = regression_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
78,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,07gvagv,,,"pro = oth460_1l_acda;stock = ts_zscore(ts_backfill(anl69_saless_expected_report_dt, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = vector_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
79,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,17KE2KR,,,"pro = oth460_1l_acda;stock = ts_zscore(ts_backfill(anl69_saless_expected_report_dt, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = regression_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
